dataset,model_name,template,source_lang,target_lang,result_1,target_filename
bithacks,llamafile_mixtral,controlled_md,Python,C#,unicode error,1
bithacks,llamafile_mixtral,controlled_md,Python,Go,compile,7
bithacks,llamafile_mixtral,controlled_md,Python,Go,incorrect,3
bithacks,llamafile_mixtral,controlled_md,Python,Go,success,3
bithacks,llamafile_mixtral,controlled_md,Python,Go,unicode error,1
bithacks,llamafile_mixtral,controlled_md,Python,Java,compile,3
bithacks,llamafile_mixtral,controlled_md,Python,Java,incorrect,3
bithacks,llamafile_mixtral,controlled_md,Python,Java,runtime,1
bithacks,llamafile_mixtral,controlled_md,Python,Java,success,6
bithacks,llamafile_mixtral,controlled_md,Python,Java,unicode error,1
bithacks,llamafile_mixtral,controlled_md,Python,Rust,compile,9
bithacks,llamafile_mixtral,controlled_md,Python,Rust,incorrect,2
bithacks,llamafile_mixtral,controlled_md,Python,Rust,runtime,1
bithacks,llamafile_mixtral,controlled_md,Python,Rust,success,1
bithacks,llamafile_mixtral,controlled_md,Python,Rust,unicode error,1
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,compile,67
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,incorrect,45
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,runtime,51
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,success,33
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,compile,42
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,incorrect,23
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,runtime,24
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,success,107
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,compile,18
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,incorrect,32
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,runtime,71
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,success,75
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,compile,145
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,incorrect,12
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,runtime,16
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,success,23
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,compile,110
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,incorrect,25
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,runtime,39
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,success,22
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,compile,145
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,incorrect,28
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,runtime,6
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,success,17
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,compile,14
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,incorrect,51
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,runtime,84
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,success,47
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,compile,126
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,incorrect,12
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,runtime,33
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,success,25
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,compile,41
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,incorrect,37
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,runtime,17
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,success,104
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,unicode error,1
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,compile,145
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,incorrect,24
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,runtime,13
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,success,17
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,unicode error,1
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,compile,32
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,incorrect,23
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,runtime,26
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,success,118
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,unicode error,1
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,compile,119
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,incorrect,18
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,runtime,20
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,success,42
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,unicode error,1
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,compile,137
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,incorrect,17
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,runtime,49
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,success,44
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,unicode error,2
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,compile,189
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,incorrect,37
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,runtime,7
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,success,14
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,unicode error,2
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,compile,17
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,incorrect,83
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,runtime,92
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,success,55
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,unicode error,2
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,compile,172
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,incorrect,18
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,runtime,45
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,success,12
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,unicode error,2
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,compile,69
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,incorrect,70
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,runtime,41
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,success,69
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,unicode error,1
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,compile,208
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,incorrect,29
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,runtime,6
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,success,6
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,unicode error,1
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,compile,58
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,incorrect,75
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,runtime,45
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,success,71
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,unicode error,1
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,compile,187
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,incorrect,16
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,runtime,24
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,success,22
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,unicode error,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,compile,6
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,incorrect,4
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,success,3
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,unicode error,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,compile,13
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,incorrect,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,compile,5
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,runtime,4
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,success,4
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,unicode error,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,compile,7
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,incorrect,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,success,5
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,unicode error,1
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,compile,74
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,incorrect,38
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,runtime,64
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,success,20
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,compile,33
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,incorrect,21
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,runtime,30
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,success,112
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,compile,25
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,incorrect,18
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,runtime,73
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,success,80
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,compile,120
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,incorrect,8
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,runtime,38
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,success,30
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,compile,75
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,incorrect,44
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,runtime,62
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,success,15
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,compile,120
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,incorrect,41
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,runtime,8
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,success,27
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,compile,8
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,incorrect,26
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,runtime,92
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,success,70
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,compile,103
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,incorrect,10
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,runtime,47
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,success,36
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,compile,24
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,incorrect,30
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,runtime,22
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,success,123
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,unicode error,1
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,compile,152
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,incorrect,14
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,runtime,6
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,success,27
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,unicode error,1
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Java,compile,32
