dataset,model_name,template,source_lang,target_lang,result_1,target_filename
codenet,llamafile_mistral,controlled_md,Python,Rust,runtime,4
codenet,llamafile_mistral,controlled_md,Python,Rust,success,2
codenet,llamafile_mistral,controlled_md,Python,Rust,unicode error,1
avatar,llamafile_mistral,controlled_md,Java,C#,compile,212
avatar,llamafile_mistral,controlled_md,Java,C#,incorrect,5
avatar,llamafile_mistral,controlled_md,Java,C#,runtime,22
avatar,llamafile_mistral,controlled_md,Java,C#,success,8
avatar,llamafile_mistral,controlled_md,Java,C#,unicode error,2
avatar,llamafile_mistral,controlled_md,Java,Go,compile,229
avatar,llamafile_mistral,controlled_md,Java,Go,incorrect,9
avatar,llamafile_mistral,controlled_md,Java,Go,runtime,5
avatar,llamafile_mistral,controlled_md,Java,Go,success,4
avatar,llamafile_mistral,controlled_md,Java,Go,unicode error,2
avatar,llamafile_mistral,controlled_md,Java,Python,compile,141
avatar,llamafile_mistral,controlled_md,Java,Python,incorrect,17
avatar,llamafile_mistral,controlled_md,Java,Python,runtime,78
avatar,llamafile_mistral,controlled_md,Java,Python,success,11
avatar,llamafile_mistral,controlled_md,Java,Python,unicode error,2
avatar,llamafile_mistral,controlled_md,Java,Rust,compile,240
avatar,llamafile_mistral,controlled_md,Java,Rust,incorrect,3
avatar,llamafile_mistral,controlled_md,Java,Rust,runtime,3
avatar,llamafile_mistral,controlled_md,Java,Rust,success,1
avatar,llamafile_mistral,controlled_md,Java,Rust,unicode error,2
avatar,llamafile_mistral,controlled_md,Python,C#,compile,166
avatar,llamafile_mistral,controlled_md,Python,C#,incorrect,40
avatar,llamafile_mistral,controlled_md,Python,C#,runtime,24
avatar,llamafile_mistral,controlled_md,Python,C#,success,19
avatar,llamafile_mistral,controlled_md,Python,C#,unicode error,1
avatar,llamafile_mistral,controlled_md,Python,Go,compile,241
avatar,llamafile_mistral,controlled_md,Python,Go,incorrect,6
avatar,llamafile_mistral,controlled_md,Python,Go,runtime,1
avatar,llamafile_mistral,controlled_md,Python,Go,success,1
avatar,llamafile_mistral,controlled_md,Python,Go,unicode error,1
avatar,llamafile_mistral,controlled_md,Python,Java,compile,200
avatar,llamafile_mistral,controlled_md,Python,Java,incorrect,23
avatar,llamafile_mistral,controlled_md,Python,Java,runtime,19
avatar,llamafile_mistral,controlled_md,Python,Java,success,7
avatar,llamafile_mistral,controlled_md,Python,Java,unicode error,1
avatar,llamafile_mistral,controlled_md,Python,Rust,compile,243
avatar,llamafile_mistral,controlled_md,Python,Rust,incorrect,4
avatar,llamafile_mistral,controlled_md,Python,Rust,runtime,2
avatar,llamafile_mistral,controlled_md,Python,Rust,unicode error,1
bithacks,llamafile_mistral,controlled_md,Python,C#,compile,9
bithacks,llamafile_mistral,controlled_md,Python,C#,incorrect,2
bithacks,llamafile_mistral,controlled_md,Python,C#,runtime,2
bithacks,llamafile_mistral,controlled_md,Python,C#,unicode error,1
bithacks,llamafile_mistral,controlled_md,Python,Go,compile,13
bithacks,llamafile_mistral,controlled_md,Python,Go,incorrect,1
bithacks,llamafile_mistral,controlled_md,Python,Java,compile,12
bithacks,llamafile_mistral,controlled_md,Python,Java,success,1
bithacks,llamafile_mistral,controlled_md,Python,Java,unicode error,1
bithacks,llamafile_mistral,controlled_md,Python,Rust,compile,13
bithacks,llamafile_mistral,controlled_md,Python,Rust,incorrect,1
codenet,llamafile_mixtral,controlled_md,Go,C#,compile,117
codenet,llamafile_mixtral,controlled_md,Go,C#,incorrect,26
codenet,llamafile_mixtral,controlled_md,Go,C#,runtime,36
codenet,llamafile_mixtral,controlled_md,Go,C#,success,17
codenet,llamafile_mixtral,controlled_md,Go,C#,unicode error,4
codenet,llamafile_mixtral,controlled_md,Go,Java,compile,85
codenet,llamafile_mixtral,controlled_md,Go,Java,incorrect,15
codenet,llamafile_mixtral,controlled_md,Go,Java,runtime,21
codenet,llamafile_mixtral,controlled_md,Go,Java,success,75
codenet,llamafile_mixtral,controlled_md,Go,Java,unicode error,4
codenet,llamafile_mixtral,controlled_md,Go,Python,compile,71
codenet,llamafile_mixtral,controlled_md,Go,Python,incorrect,33
codenet,llamafile_mixtral,controlled_md,Go,Python,runtime,44
codenet,llamafile_mixtral,controlled_md,Go,Python,success,48
codenet,llamafile_mixtral,controlled_md,Go,Python,unicode error,4
codenet,llamafile_mixtral,controlled_md,Go,Rust,compile,143
codenet,llamafile_mixtral,controlled_md,Go,Rust,incorrect,21
codenet,llamafile_mixtral,controlled_md,Go,Rust,runtime,17
codenet,llamafile_mixtral,controlled_md,Go,Rust,success,15
codenet,llamafile_mixtral,controlled_md,Go,Rust,unicode error,4
codenet,llamafile_mixtral,controlled_md,Java,C#,compile,106
codenet,llamafile_mixtral,controlled_md,Java,C#,incorrect,37
codenet,llamafile_mixtral,controlled_md,Java,C#,runtime,38
codenet,llamafile_mixtral,controlled_md,Java,C#,success,15
codenet,llamafile_mixtral,controlled_md,Java,C#,unicode error,4
codenet,llamafile_mixtral,controlled_md,Java,Go,compile,134
codenet,llamafile_mixtral,controlled_md,Java,Go,incorrect,26
codenet,llamafile_mixtral,controlled_md,Java,Go,runtime,10
codenet,llamafile_mixtral,controlled_md,Java,Go,success,26
codenet,llamafile_mixtral,controlled_md,Java,Go,unicode error,4
codenet,llamafile_mixtral,controlled_md,Java,Python,compile,31
codenet,llamafile_mixtral,controlled_md,Java,Python,incorrect,24
codenet,llamafile_mixtral,controlled_md,Java,Python,runtime,75
codenet,llamafile_mixtral,controlled_md,Java,Python,success,66
codenet,llamafile_mixtral,controlled_md,Java,Python,unicode error,4
codenet,llamafile_mixtral,controlled_md,Java,Rust,compile,130
codenet,llamafile_mixtral,controlled_md,Java,Rust,incorrect,10
codenet,llamafile_mixtral,controlled_md,Java,Rust,runtime,25
codenet,llamafile_mixtral,controlled_md,Java,Rust,success,31
codenet,llamafile_mixtral,controlled_md,Java,Rust,unicode error,4
codenet,llamafile_mixtral,controlled_md,Python,C#,compile,60
codenet,llamafile_mixtral,controlled_md,Python,C#,incorrect,51
codenet,llamafile_mixtral,controlled_md,Python,C#,runtime,10
codenet,llamafile_mixtral,controlled_md,Python,C#,success,78
codenet,llamafile_mixtral,controlled_md,Python,C#,unicode error,1
codenet,llamafile_mixtral,controlled_md,Python,Go,compile,155
codenet,llamafile_mixtral,controlled_md,Python,Go,incorrect,7
codenet,llamafile_mixtral,controlled_md,Python,Go,runtime,10
codenet,llamafile_mixtral,controlled_md,Python,Go,success,27
codenet,llamafile_mixtral,controlled_md,Python,Go,unicode error,1
codenet,llamafile_mixtral,controlled_md,Python,Java,compile,164
codenet,llamafile_mixtral,controlled_md,Python,Java,incorrect,6
codenet,llamafile_mixtral,controlled_md,Python,Java,runtime,7
codenet,llamafile_mixtral,controlled_md,Python,Java,success,22
codenet,llamafile_mixtral,controlled_md,Python,Java,unicode error,1
codenet,llamafile_mixtral,controlled_md,Python,Rust,compile,117
codenet,llamafile_mixtral,controlled_md,Python,Rust,incorrect,13
codenet,llamafile_mixtral,controlled_md,Python,Rust,runtime,7
codenet,llamafile_mixtral,controlled_md,Python,Rust,success,62
codenet,llamafile_mixtral,controlled_md,Python,Rust,unicode error,1
avatar,llamafile_mixtral,controlled_md,Java,C#,compile,194
avatar,llamafile_mixtral,controlled_md,Java,C#,incorrect,4
avatar,llamafile_mixtral,controlled_md,Java,C#,runtime,38
avatar,llamafile_mixtral,controlled_md,Java,C#,success,11
avatar,llamafile_mixtral,controlled_md,Java,C#,unicode error,2
avatar,llamafile_mixtral,controlled_md,Java,Go,compile,179
avatar,llamafile_mixtral,controlled_md,Java,Go,incorrect,35
avatar,llamafile_mixtral,controlled_md,Java,Go,runtime,9
avatar,llamafile_mixtral,controlled_md,Java,Go,success,24
avatar,llamafile_mixtral,controlled_md,Java,Go,unicode error,2
avatar,llamafile_mixtral,controlled_md,Java,Python,compile,59
avatar,llamafile_mixtral,controlled_md,Java,Python,incorrect,59
avatar,llamafile_mixtral,controlled_md,Java,Python,runtime,81
avatar,llamafile_mixtral,controlled_md,Java,Python,success,48
avatar,llamafile_mixtral,controlled_md,Java,Python,unicode error,2
avatar,llamafile_mixtral,controlled_md,Java,Rust,compile,193
avatar,llamafile_mixtral,controlled_md,Java,Rust,incorrect,15
avatar,llamafile_mixtral,controlled_md,Java,Rust,runtime,30
avatar,llamafile_mixtral,controlled_md,Java,Rust,success,9
avatar,llamafile_mixtral,controlled_md,Java,Rust,unicode error,2
avatar,llamafile_mixtral,controlled_md,Python,C#,compile,82
avatar,llamafile_mixtral,controlled_md,Python,C#,incorrect,72
avatar,llamafile_mixtral,controlled_md,Python,C#,runtime,32
avatar,llamafile_mixtral,controlled_md,Python,C#,success,63
avatar,llamafile_mixtral,controlled_md,Python,C#,unicode error,1
avatar,llamafile_mixtral,controlled_md,Python,Go,compile,215
avatar,llamafile_mixtral,controlled_md,Python,Go,incorrect,15
avatar,llamafile_mixtral,controlled_md,Python,Go,runtime,9
avatar,llamafile_mixtral,controlled_md,Python,Go,success,10
avatar,llamafile_mixtral,controlled_md,Python,Go,unicode error,1
avatar,llamafile_mixtral,controlled_md,Python,Java,compile,218
avatar,llamafile_mixtral,controlled_md,Python,Java,incorrect,13
avatar,llamafile_mixtral,controlled_md,Python,Java,runtime,12
avatar,llamafile_mixtral,controlled_md,Python,Java,success,6
avatar,llamafile_mixtral,controlled_md,Python,Java,unicode error,1
avatar,llamafile_mixtral,controlled_md,Python,Rust,compile,181
avatar,llamafile_mixtral,controlled_md,Python,Rust,incorrect,22
avatar,llamafile_mixtral,controlled_md,Python,Rust,runtime,19
avatar,llamafile_mixtral,controlled_md,Python,Rust,success,27
avatar,llamafile_mixtral,controlled_md,Python,Rust,unicode error,1
bithacks,llamafile_mixtral,controlled_md,Python,C#,compile,3
bithacks,llamafile_mixtral,controlled_md,Python,C#,incorrect,7
bithacks,llamafile_mixtral,controlled_md,Python,C#,success,3
bithacks,llamafile_mixtral,controlled_md,Python,C#,unicode error,1
bithacks,llamafile_mixtral,controlled_md,Python,Go,compile,7
bithacks,llamafile_mixtral,controlled_md,Python,Go,incorrect,3
bithacks,llamafile_mixtral,controlled_md,Python,Go,success,3
bithacks,llamafile_mixtral,controlled_md,Python,Go,unicode error,1
bithacks,llamafile_mixtral,controlled_md,Python,Java,compile,14
bithacks,llamafile_mixtral,controlled_md,Python,Rust,compile,9
bithacks,llamafile_mixtral,controlled_md,Python,Rust,incorrect,2
bithacks,llamafile_mixtral,controlled_md,Python,Rust,runtime,1
bithacks,llamafile_mixtral,controlled_md,Python,Rust,success,1
bithacks,llamafile_mixtral,controlled_md,Python,Rust,unicode error,1
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,compile,67
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,incorrect,45
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,runtime,51
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,success,33
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,C#,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,compile,42
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,incorrect,23
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,runtime,24
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,success,107
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Java,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,compile,18
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,incorrect,32
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,runtime,71
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,success,75
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Python,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,compile,145
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,incorrect,12
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,runtime,16
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,success,23
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Go,Rust,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,compile,110
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,incorrect,25
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,runtime,39
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,success,22
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,compile,145
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,incorrect,28
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,runtime,6
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,success,17
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,compile,14
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,incorrect,51
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,runtime,84
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,success,47
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,compile,126
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,incorrect,12
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,runtime,33
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,success,25
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,unicode error,4
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,compile,41
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,incorrect,37
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,runtime,17
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,success,104
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,unicode error,1
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,compile,145
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,incorrect,24
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,runtime,13
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,success,17
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,unicode error,1
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,compile,32
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,incorrect,23
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,runtime,26
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,success,118
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,unicode error,1
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,compile,120
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,incorrect,18
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,runtime,19
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,success,42
codenet,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,unicode error,1
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,compile,137
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,incorrect,17
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,runtime,49
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,success,44
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,C#,unicode error,2
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,compile,189
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,incorrect,37
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,runtime,7
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,success,14
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Go,unicode error,2
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,compile,18
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,incorrect,83
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,runtime,91
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,success,55
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Python,unicode error,2
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,compile,172
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,incorrect,18
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,runtime,45
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,success,12
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Java,Rust,unicode error,2
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,compile,69
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,incorrect,70
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,runtime,41
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,success,69
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,unicode error,1
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,compile,209
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,incorrect,28
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,runtime,6
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,success,6
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,unicode error,1
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,compile,58
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,incorrect,75
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,runtime,45
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,success,71
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,unicode error,1
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,compile,187
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,incorrect,16
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,runtime,24
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,success,22
avatar,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,unicode error,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,compile,6
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,incorrect,4
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,success,3
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,C#,unicode error,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,compile,13
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Go,incorrect,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,compile,5
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,runtime,4
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,success,4
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Java,unicode error,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,compile,7
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,incorrect,1
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,success,5
bithacks,llamafile_dolphin-2.6-mistral,controlled_md,Python,Rust,unicode error,1
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,compile,80
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,incorrect,36
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,runtime,61
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,success,19
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,C#,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,compile,45
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,incorrect,19
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,runtime,27
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,success,105
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Java,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,compile,63
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,incorrect,12
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,runtime,52
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,success,69
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Python,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,compile,131
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,incorrect,6
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,runtime,31
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,success,28
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Go,Rust,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,compile,77
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,incorrect,44
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,runtime,60
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,success,15
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,C#,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,compile,126
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,incorrect,39
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,runtime,5
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,success,26
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Go,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,compile,29
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,incorrect,22
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,runtime,80
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,success,65
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Python,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,compile,112
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,incorrect,9
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,runtime,41
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,success,34
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Java,Rust,unicode error,4
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,compile,31
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,incorrect,29
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,runtime,21
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,success,118
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,C#,unicode error,1
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,compile,154
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,incorrect,13
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,runtime,6
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,success,26
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Go,unicode error,1
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Java,compile,40
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Java,incorrect,9
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Java,runtime,18
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Java,success,132
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Java,unicode error,1
codenet,llamafile_dolphin-2.7-mixtral,controlled_md,Python,Rust,compile,99
